"label","url"
"cycif-tonsil-cycle1.ome.tif","https://raw.githubusercontent.com/nf-core/test-datasets/modules/data/imaging/ome-tiff/cycif-tonsil-cycle1.ome.tif"
"cycif-tonsil-cycle2.ome.tif","https://raw.githubusercontent.com/nf-core/test-datasets/modules/data/imaging/ome-tiff/cycif-tonsil-cycle2.ome.tif"
