"workflow","process","task_hash","a_MB","c_MB","M_MB"
"minimap2_audit_nf","GENERATE_WINDOW_READS","06c41cd47eefaa7bb806cc5066343ec1","4.2","7.787054061889648","20.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0708feeebcbd67daf91e15648a304156","4.2","7.525982856750488","17.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","073ef3bfc852f155a4a996ae087e3835","4.2","7.754823684692383","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0747d2abef5a9fb808ddc7aba55983a6","4.2","8.036571502685547","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","079710359daec628b2987f5cca793f30","4.2","7.82180118560791","20.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","08498576cdd8ab67e1a5236ee9554565","4.2","7.785365104675293","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","08bdcf3624b65baa8756e8843455226c","4.2","7.6639251708984375","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","08cd7d99716f798c63c626d1a5b1fd13","4.2","7.930912017822266","20.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0901cb831a8efe74119608e9770c9a71","4.2","7.499032020568848","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","09687c168e3b10fb35d45adb7d806b1a","4.2","8.187423706054688","3.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0a2a7ceaca21b189a544d56e469b5731","4.2","7.730234146118164","19.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0a3a188dfbe3af1315dc94c0ff520e99","4.2","7.858259201049805","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0a469852d68b171c908e471e54cdc1a4","4.2","7.634062767028809","18.2"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0a553ec3f611f1818e8783b173116ff3","4.2","7.78425407409668","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0aaf0417e64fa099ee0b8b620fdc2f82","4.2","7.500787734985352","17.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0abba3d7a54a07e32569382abefd07be","4.2","7.548429489135742","18.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0ac18ab95a266adaed39bd0501c7dcd2","4.2","7.861448287963867","20.2"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0b0a93dd78bd973fe92ef2f89374f98d","4.2","7.605072021484375","17.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0b23fcbf9be9e61c5d13147e4bb3b93c","4.2","7.565695762634277","18.2"
